0.000674 0.007882 0.974614 0.014272 0.002558
0.001336 0.009122 0.822200 0.156012 0.011330
0.003416 0.031674 0.849763 0.112081 0.003066
0.001722 0.979897 0.016136 0.001847 0.000398
0.003279 0.113652 0.343558 0.523358 0.016153
0.014689 0.878276 0.093249 0.013012 0.000774
0.007997 0.401254 0.570912 0.017107 0.002731
0.002685 0.018940 0.535762 0.435689 0.006923
0.002883 0.936327 0.057847 0.002322 0.000620
0.003165 0.058736 0.878164 0.050501 0.009434
0.001300 0.963196 0.032154 0.002849 0.000501
0.039830 0.110432 0.718916 0.116573 0.014249
0.037225 0.687793 0.267351 0.006004 0.001626
0.007785 0.405727 0.555877 0.025746 0.004865
0.595991 0.338249 0.052265 0.010849 0.002646
0.020449 0.147752 0.640061 0.182155 0.009582
0.006142 0.308713 0.622182 0.060417 0.002546
0.003485 0.021336 0.849513 0.122579 0.003087
0.001075 0.014200 0.932004 0.050883 0.001838
0.110445 0.481442 0.390339 0.015235 0.002540
0.012282 0.455908 0.520645 0.007217 0.003948
0.003546 0.036417 0.915638 0.034390 0.010009
0.000525 0.033025 0.961059 0.004798 0.000593
0.002280 0.088608 0.515369 0.359207 0.034536
0.001429 0.028205 0.959572 0.010354 0.000440
0.006548 0.655568 0.272591 0.063499 0.001794
0.076918 0.165975 0.450170 0.275641 0.031295
0.000629 0.002176 0.986740 0.008542 0.001913
0.013307 0.368694 0.599286 0.015018 0.003695
0.013814 0.812664 0.164687 0.007319 0.001516
0.004393 0.085571 0.502950 0.400420 0.006666
0.012191 0.008176 0.212005 0.702187 0.065442
0.000652 0.021226 0.402935 0.573167 0.002020
0.021903 0.232870 0.726130 0.013077 0.006020
0.007279 0.061867 0.734850 0.188022 0.007981
0.001777 0.041172 0.874189 0.081179 0.001683
0.002839 0.023543 0.960931 0.011793 0.000893
0.001859 0.122230 0.872570 0.002402 0.000939
0.002374 0.037017 0.936877 0.018577 0.005155
0.002207 0.023821 0.095243 0.875347 0.003383
0.001968 0.035237 0.316056 0.641520 0.005219
0.008815 0.011572 0.975971 0.003224 0.000417
0.010835 0.233111 0.681182 0.066631 0.008241
0.004403 0.028858 0.795379 0.096564 0.074795
0.001509 0.002765 0.717670 0.273825 0.004230
0.003860 0.096260 0.762778 0.135330 0.001772
0.009451 0.124256 0.809933 0.032882 0.023478
0.006217 0.374245 0.614401 0.003313 0.001824
0.015092 0.020194 0.059222 0.687636 0.217856
0.005751 0.899018 0.077981 0.015643 0.001607
0.012814 0.077518 0.892510 0.015462 0.001696
0.000533 0.002363 0.037196 0.955771 0.004136
0.006060 0.064941 0.721214 0.199618 0.008166
0.610835 0.153759 0.210184 0.014848 0.010374
0.073631 0.451086 0.307437 0.149519 0.018326
0.033558 0.898209 0.062245 0.004680 0.001307
0.030841 0.703660 0.250915 0.010624 0.003959
0.009597 0.013299 0.199379 0.761538 0.016187
0.000762 0.002659 0.919083 0.075325 0.002170
0.008285 0.006625 0.438280 0.541504 0.005305
0.006022 0.979395 0.011988 0.001980 0.000614
0.004973 0.371366 0.602199 0.016300 0.005163
0.007104 0.902648 0.086968 0.002425 0.000855
0.002480 0.036395 0.300524 0.596506 0.064095
0.004890 0.277016 0.703167 0.011919 0.003008
0.001014 0.002470 0.937275 0.056819 0.002422
0.129251 0.481278 0.380744 0.006830 0.001897
0.006203 0.532340 0.408060 0.050156 0.003241
0.003402 0.007703 0.042354 0.946143 0.000399
0.006780 0.034022 0.900343 0.058011 0.000844
0.008693 0.008257 0.302003 0.610977 0.070071
0.001710 0.003346 0.109992 0.872492 0.012460
0.001852 0.808566 0.179691 0.008594 0.001297
0.378327 0.267308 0.338869 0.012936 0.002561
0.001524 0.127110 0.868054 0.002452 0.000860
0.057498 0.100181 0.751417 0.075711 0.015195
0.002241 0.168663 0.804903 0.022826 0.001367
0.002454 0.043332 0.945219 0.007621 0.001374
0.001073 0.986833 0.009504 0.002310 0.000279
0.020762 0.051418 0.801380 0.114208 0.012231
0.001248 0.001926 0.967919 0.024744 0.004163
0.006504 0.906902 0.083290 0.002467 0.000836
0.009032 0.097988 0.819954 0.066866 0.006160
0.006050 0.279241 0.078671 0.630641 0.005397
0.008155 0.081806 0.904518 0.004302 0.001220
0.002543 0.117618 0.847014 0.030076 0.002749
0.002400 0.009289 0.124752 0.842036 0.021523
0.097712 0.200196 0.655919 0.039931 0.006241
0.001911 0.944035 0.051198 0.002333 0.000523
0.003273 0.724560 0.241225 0.029068 0.001874
0.025142 0.077809 0.878300 0.013476 0.005274
0.025972 0.365265 0.566002 0.037800 0.004960
0.082661 0.694049 0.199925 0.021606 0.001760
0.046908 0.250776 0.395435 0.301163 0.005718
0.005066 0.979108 0.013168 0.002162 0.000496
0.002410 0.009507 0.055157 0.893300 0.039625
0.041420 0.613998 0.313976 0.025085 0.005521
0.011677 0.056317 0.622998 0.292959 0.016050
0.007893 0.170229 0.486505 0.258148 0.077225
0.000888 0.003884 0.030179 0.951733 0.013316
0.004518 0.048071 0.065034 0.879996 0.002380
0.432444 0.380810 0.170108 0.014330 0.002309
0.020423 0.103057 0.787482 0.070116 0.018922
0.001705 0.975265 0.019296 0.003257 0.000477
0.000991 0.767858 0.212774 0.005375 0.013002
0.007580 0.019745 0.393407 0.419369 0.159899
0.006163 0.961019 0.030700 0.001505 0.000614
0.009136 0.884638 0.098462 0.006492 0.001272
0.007260 0.880075 0.106985 0.004825 0.000855
0.010771 0.542982 0.394046 0.044050 0.008152
0.006313 0.010544 0.976278 0.005700 0.001165
0.006268 0.089377 0.810787 0.091349 0.002220
0.006660 0.017142 0.769109 0.205212 0.001877
0.008921 0.230663 0.518039 0.227159 0.015219
0.000731 0.035002 0.954471 0.007997 0.001799
0.001613 0.043364 0.932525 0.019455 0.003044
0.001398 0.621611 0.180758 0.189359 0.006874
0.002394 0.033169 0.879740 0.083449 0.001247
0.006343 0.943415 0.042682 0.004592 0.002968
0.002847 0.936219 0.055954 0.004276 0.000704
0.101045 0.550591 0.315767 0.024593 0.008004
0.030206 0.774644 0.183146 0.010390 0.001614
0.003828 0.101673 0.878958 0.013266 0.002274
0.007099 0.202281 0.764356 0.020676 0.005588
0.001400 0.895210 0.086663 0.015211 0.001516
0.005479 0.123885 0.797125 0.067376 0.006136
0.003034 0.083376 0.888025 0.021995 0.003570
0.003014 0.147030 0.818284 0.022381 0.009291
