0.000721 0.001754 0.991082 0.004750 0.001693
0.002864 0.008918 0.854308 0.128672 0.005237
0.018020 0.048071 0.490365 0.437981 0.005563
0.000479 0.995323 0.003313 0.000528 0.000356
0.004675 0.016349 0.308047 0.661115 0.009814
0.041667 0.762169 0.167776 0.023780 0.004609
0.008854 0.260761 0.707665 0.018293 0.004428
0.004484 0.009179 0.497365 0.480918 0.008055
0.005043 0.936343 0.053912 0.003066 0.001636
0.002450 0.064631 0.838215 0.091002 0.003702
0.001178 0.972590 0.023744 0.001675 0.000813
0.015284 0.187222 0.711909 0.064295 0.021290
0.014905 0.782423 0.189189 0.008505 0.004977
0.003849 0.193117 0.788688 0.009687 0.004659
0.510819 0.364475 0.110305 0.010759 0.003641
0.008879 0.093492 0.803757 0.069606 0.024267
0.005307 0.387957 0.556575 0.044231 0.005931
0.003502 0.024500 0.625947 0.342748 0.003303
0.000933 0.003345 0.966561 0.027860 0.001300
0.061082 0.472760 0.446985 0.015398 0.003775
0.005091 0.351968 0.637231 0.003666 0.002044
0.004292 0.027233 0.954912 0.011820 0.001743
0.003704 0.218173 0.733577 0.040145 0.004401
0.004910 0.193026 0.505249 0.290083 0.006732
0.004024 0.014611 0.977662 0.002648 0.001055
0.005739 0.863769 0.113495 0.014948 0.002049
0.020683 0.093190 0.589161 0.250216 0.046750
0.000877 0.002189 0.988633 0.005917 0.002384
0.011330 0.404110 0.558988 0.022093 0.003479
0.016396 0.939639 0.037037 0.005942 0.000986
0.004867 0.120174 0.498704 0.371938 0.004317
0.003959 0.005381 0.132105 0.839487 0.019069
0.003719 0.220435 0.279172 0.492220 0.004453
0.012025 0.214828 0.753333 0.014353 0.005461
0.001671 0.059956 0.864329 0.067275 0.006769
0.001911 0.033160 0.776597 0.185353 0.002979
0.001298 0.033989 0.934774 0.028820 0.001119
0.000782 0.067065 0.929731 0.001736 0.000686
0.001693 0.022331 0.964470 0.009495 0.002011
0.001660 0.054669 0.125194 0.814692 0.003785
0.002811 0.024483 0.307564 0.660745 0.004398
0.001928 0.003221 0.989855 0.004526 0.000471
0.006221 0.459652 0.499857 0.028607 0.005663
0.009937 0.117246 0.720615 0.137367 0.014835
0.005547 0.008503 0.528930 0.448902 0.008117
0.004649 0.211100 0.748417 0.033124 0.002710
0.004957 0.092263 0.830850 0.052926 0.019004
0.005246 0.711801 0.269687 0.007383 0.005883
0.006644 0.004439 0.030184 0.671583 0.287150
0.003060 0.846602 0.139397 0.007080 0.003862
0.006824 0.063459 0.919328 0.007352 0.003036
0.000600 0.002123 0.019212 0.977140 0.000925
0.003855 0.034157 0.870526 0.085397 0.006064
0.751558 0.120513 0.115017 0.008267 0.004644
0.019764 0.494271 0.311352 0.163369 0.011244
0.006381 0.939183 0.050006 0.002475 0.001955
0.012682 0.925088 0.054261 0.005434 0.002535
0.001563 0.002698 0.076250 0.918621 0.000869
0.001540 0.005246 0.956536 0.034484 0.002194
0.011253 0.011652 0.691777 0.278688 0.006631
0.002706 0.982865 0.011332 0.002018 0.001079
0.002410 0.510524 0.467767 0.014281 0.005019
0.001402 0.984118 0.012344 0.001288 0.000848
0.003479 0.011023 0.094453 0.878795 0.012249
0.002855 0.200074 0.788609 0.006101 0.002360
0.003927 0.007749 0.929107 0.053746 0.005470
0.014035 0.863474 0.108761 0.010444 0.003286
0.001593 0.838133 0.151201 0.007475 0.001598
0.001958 0.012136 0.044901 0.939852 0.001152
0.003223 0.053913 0.924916 0.016604 0.001344
0.017447 0.014784 0.251928 0.692285 0.023556
0.001888 0.003045 0.045797 0.944441 0.004829
0.006397 0.878001 0.104810 0.006641 0.004150
0.207888 0.322598 0.428812 0.030631 0.010072
0.001903 0.121221 0.871327 0.003749 0.001801
0.027008 0.250667 0.601293 0.102849 0.018183
0.002812 0.038701 0.884409 0.071286 0.002792
0.001468 0.040685 0.950488 0.005897 0.001463
0.000967 0.988531 0.009242 0.000829 0.000431
0.038978 0.030959 0.799637 0.123770 0.006656
0.000651 0.000851 0.992670 0.004990 0.000838
0.004881 0.903022 0.089215 0.001724 0.001158
0.004627 0.036406 0.940805 0.015718 0.002444
0.013525 0.218471 0.357275 0.400120 0.010610
0.003776 0.043970 0.947174 0.003668 0.001412
0.001277 0.041727 0.946639 0.008833 0.001524
0.007826 0.027637 0.142879 0.799037 0.022621
0.026692 0.100985 0.862659 0.005507 0.004158
0.000381 0.985203 0.013164 0.000935 0.000317
0.002646 0.854659 0.135923 0.004748 0.002024
0.007619 0.036107 0.930251 0.023990 0.002032
0.074563 0.285126 0.609931 0.022793 0.007586
0.050124 0.788488 0.149141 0.009988 0.002259
