0.000000 0.038298 0.906383 0.042553 0.012766
0.000000 0.008511 0.208511 0.706383 0.076596
0.000000 0.051064 0.493617 0.412766 0.042553
0.004255 0.591489 0.340426 0.063830 0.000000
0.025532 0.131915 0.587234 0.170213 0.085106
0.127660 0.685106 0.170213 0.017021 0.000000
0.042553 0.395745 0.434043 0.127660 0.000000
0.029787 0.038298 0.276596 0.608511 0.046809
0.017021 0.889362 0.072340 0.017021 0.004255
0.000000 0.195745 0.591489 0.187234 0.025532
0.021277 0.595745 0.348936 0.029787 0.004255
0.038298 0.089362 0.621277 0.204255 0.046809
0.076596 0.829787 0.080851 0.012766 0.000000
0.000000 0.263830 0.519149 0.170213 0.046809
0.200000 0.489362 0.272340 0.029787 0.008511
0.004255 0.157447 0.668085 0.131915 0.038298
0.114894 0.263830 0.451064 0.170213 0.000000
0.021277 0.136170 0.663830 0.144681 0.034043
0.008511 0.123404 0.570213 0.276596 0.021277
0.102128 0.374468 0.476596 0.042553 0.004255
0.059574 0.570213 0.331915 0.038298 0.000000
0.004255 0.259574 0.391489 0.323404 0.021277
0.017021 0.255319 0.621277 0.097872 0.008511
0.000000 0.059574 0.540426 0.327660 0.072340
0.004255 0.068085 0.893617 0.034043 0.000000
0.012766 0.391489 0.438298 0.140426 0.017021
0.051064 0.106383 0.459574 0.340426 0.042553
0.008511 0.046809 0.587234 0.263830 0.093617
0.042553 0.548936 0.400000 0.008511 0.000000
0.076596 0.574468 0.276596 0.072340 0.000000
0.034043 0.246809 0.365957 0.314894 0.038298
0.000000 0.021277 0.251064 0.655319 0.072340
0.000000 0.140426 0.629787 0.195745 0.034043
0.004255 0.174468 0.731915 0.072340 0.017021
0.000000 0.123404 0.774468 0.089362 0.012766
0.021277 0.174468 0.600000 0.187234 0.017021
0.000000 0.187234 0.719149 0.085106 0.008511
0.004255 0.157447 0.829787 0.004255 0.004255
0.000000 0.029787 0.923404 0.042553 0.004255
0.017021 0.123404 0.182979 0.612766 0.063830
0.000000 0.029787 0.319149 0.638298 0.012766
0.004255 0.038298 0.846809 0.072340 0.038298
0.000000 0.276596 0.565957 0.123404 0.034043
0.008511 0.195745 0.540426 0.204255 0.051064
0.000000 0.051064 0.408511 0.455319 0.085106
