1.671518;0.712210;-1.166921;-0.113111;0.928182;0.019509;-0.162989;-0.002096;2.793973;1.190472;-1.950530;1.551474;2.649618;-0.025083;0.507243;-0.080559;1.128964;0.131991;-1.083116;-1.849753;0.017511;-0.104987;-0.237979;3.303548;-0.013929;4.426605;-0.031573;2.512721;-0.023788
-0.613338;0.464518;1.851411;-0.026444;0.590143;0.002474;-0.092094;0.001160;0.376183;-0.284907;-1.135540;-0.361957;1.058810;0.014298;0.215777;-0.012284;-0.801901;-0.048959;1.092597;-3.196105;-0.043160;-0.015606;-0.026480;0.136663;-0.013757;1.002700;-0.023344;2.980140;0.040244
0.058679;-1.499324;1.599883;-0.119777;-0.762016;0.002038;-0.072221;-0.000897;0.003443;-0.087978;0.093879;-0.044714;-0.027721;0.001166;2.247973;0.179585;0.708311;-0.191630;-1.219136;-0.755817;0.031801;0.091272;0.109258;-2.845244;-0.015147;0.832071;-0.018132;0.223181;-0.009390
2.545140;-1.393170;-0.831551;0.060223;-1.156395;0.003475;0.049016;-0.004892;6.477736;-3.545813;-2.116414;-2.943187;1.615492;0.211247;1.940924;-0.083900;-0.884296;-0.050078;0.961602;-0.527816;-0.069019;-0.069641;-0.079578;-4.683269;-0.095981;1.746087;-0.109676;0.402890;0.052683
-0.478935;-0.066250;1.012985;-0.026444;-0.592996;0.002198;0.047492;-0.001560;0.229378;0.031729;-0.485154;0.284006;0.127235;0.015938;0.004389;0.001752;0.017600;-0.026787;-0.600696;-0.269112;-0.033711;0.015681;0.000011;-0.626237;0.019734;0.000000;0.000014;0.070576;0.008841
-0.075725;1.119132;-1.250764;-0.039777;0.984522;0.011714;-0.135373;-0.001804;0.005734;-0.084746;0.094714;-0.074553;-0.070793;0.001262;1.252457;-0.044516;1.046242;0.049752;-1.231405;-1.169300;0.020847;-0.039162;-0.069844;-0.607490;-0.016410;3.083127;-0.029266;0.873980;-0.015582
-0.008523;-1.127786;0.006874;0.093556;-0.254956;0.001081;-0.000226;-0.001964;0.000073;0.009612;-0.000059;0.002173;-0.009958;-0.000509;1.271902;-0.105511;-1.317599;0.000643;-0.001753;0.008031;0.000411;-0.023853;0.026197;-0.583997;-0.015232;0.078408;0.016729;1.364938;0.069800
1.402712;-1.163171;2.941364;0.053556;-0.649336;0.002789;-0.155334;-0.000348;1.967600;-1.631593;4.125885;-0.910831;-1.401758;0.009241;1.352966;-0.062295;1.162380;0.157528;-1.909933;-2.939364;0.019378;-0.034776;-0.056975;-4.447193;-0.004278;1.131774;-0.007009;0.998640;-0.006584
-0.680540;1.384516;-1.250764;-0.053111;1.097202;0.000570;-0.029864;-0.000041;0.463134;-0.942218;0.851194;-0.746689;-0.275370;0.001169;1.916885;-0.073533;0.560223;0.066429;-1.372341;-0.506102;0.002148;-0.058273;-0.089528;-3.352899;-0.001884;2.841556;-0.002895;0.163729;-0.000695
-0.546136;-0.172404;-1.083079;-0.156444;0.195763;0.011385;-0.115563;-0.000892;0.298265;0.094156;0.591509;-0.106913;-0.601629;0.004567;0.029723;0.026972;-0.189921;0.169441;-0.212027;-1.193130;0.009057;-0.030626;-0.197851;-0.088183;-0.001637;1.599404;-0.010575;1.213543;-0.009212
0.529090;0.836056;-0.496181;0.000223;0.139423;0.000263;-0.008042;-0.000755;0.279936;0.442349;-0.262524;0.073768;-0.140559;-0.024639;0.698989;0.000186;-0.222108;-0.000110;-0.069179;0.131816;0.023106;0.000031;0.000108;0.005974;-0.006493;0.237417;-0.022690;0.070576;0.012371
0.461888;-1.180863;1.935253;0.153556;-0.987375;0.002629;-0.099233;0.000684;0.213341;-0.545427;0.893871;-0.456057;-0.147351;-0.006164;1.394438;-0.181329;0.376718;0.297170;-1.910821;-0.617383;-0.025827;-0.151617;-0.214080;-4.462544;0.013177;1.943660;0.018605;0.101773;0.004257
0.125880;-1.304709;-0.915394;0.283556;-1.212735;0.002324;0.044130;-0.000638;0.015846;-0.164237;-0.115230;-0.152659;0.067307;0.001666;1.702266;-0.369958;-0.697617;-0.259565;1.110130;-0.489454;-0.012113;-0.343878;-0.439391;-0.049506;-0.016048;2.401181;-0.020505;0.285895;0.007075
-0.613338;0.128365;-0.286575;-0.103111;0.928182;0.004644;0.019529;0.002947;0.376183;-0.078731;0.175767;-0.569289;0.514743;0.026524;0.016478;-0.013236;-0.107730;0.029549;-0.265993;0.240507;0.012393;-0.095706;-0.204876;-2.064946;-0.040140;3.947978;-0.085927;0.704339;0.036294
-1.218153;-0.137019;-1.502292;0.220223;-1.212735;0.004235;0.097770;-0.000429;1.483896;0.166910;1.830021;1.477296;0.648602;-0.008026;0.018774;-0.030175;0.072955;-0.330839;1.821882;0.799890;-0.009898;-0.267072;-0.245658;7.108358;-0.007990;1.244334;-0.007349;0.283500;-0.003508
0.932300;0.004519;-0.412338;-0.133111;0.984522;0.004437;0.027468;0.003766;0.869183;0.004213;-0.384423;0.917870;-0.782432;-0.052707;0.000020;-0.000602;-0.003793;0.054887;-0.405956;0.346055;0.023311;-0.131050;-0.248514;-0.512339;-0.055660;3.485594;-0.105549;0.704339;0.047447
0.663493;-1.322401;0.006874;0.173556;-1.156395;0.001770;-0.000289;-0.002024;0.440224;-0.877405;0.004561;-0.767261;1.040678;0.031925;1.748745;-0.229511;-2.074163;0.001193;-0.007950;0.010782;0.000331;-0.200699;-0.232787;-5.113581;-0.055642;1.799026;-0.064538;2.460137;0.075470
-0.546136;1.136824;0.929142;-0.026444;0.139423;0.000009;-0.002754;0.000015;0.298265;-0.620861;-0.507438;-0.076144;0.381851;0.002752;1.292370;-0.030062;-0.794853;-0.024570;0.129544;-0.649645;-0.004683;-0.003687;-0.007933;0.054725;-0.000703;0.090003;-0.001512;0.488863;0.003524
1.469913;-1.410863;0.509930;0.046889;-0.480316;0.002474;-0.025365;-0.002063;2.160645;-2.073846;0.749552;-0.706023;0.099688;0.060960;1.990533;-0.066154;-0.095683;0.023910;-0.244927;0.034583;0.021148;-0.022522;-0.003785;-2.005334;-0.019920;0.006515;-0.003348;0.004599;0.002813
-0.747741;-0.313942;-0.831551;0.046889;-0.311296;0.004856;0.057944;0.002782;0.559117;0.234747;0.621785;0.232769;0.487901;0.029852;0.098559;-0.014721;0.204847;-0.038991;0.258859;0.542587;0.033198;-0.014596;0.014303;1.102056;0.012428;0.093054;-0.012179;0.425756;0.026050
0.730695;2.481437;-1.586134;0.013556;0.252103;0.021485;-0.232489;-0.000982;0.533915;1.813174;-1.158980;0.184211;1.316653;-0.004896;6.157530;0.033638;4.471349;-0.021502;-0.399870;-2.858085;0.010628;0.003418;0.014857;0.269873;-0.001689;1.201202;-0.007344;3.246912;-0.012074
-0.411733;0.729902;0.006874;-0.119777;0.646483;0.000005;-0.000015;0.000048;0.169524;-0.300525;-0.002830;-0.266178;0.020134;0.008914;0.532757;-0.087426;-0.035692;-0.000823;0.004444;-0.000336;-0.000149;-0.077434;-0.115069;0.174034;-0.013997;0.922924;-0.020800;0.002391;0.001059
-0.478935;1.189901;0.174560;-0.046444;-0.367636;0.003846;-0.010825;0.001446;0.229378;-0.569885;-0.083603;0.176074;0.406737;0.011165;1.415865;-0.055264;-1.010528;-0.008107;-0.064174;-0.148245;-0.004069;0.017074;-0.006846;0.612506;0.008570;0.021727;-0.003436;0.721232;0.019798
-0.478935;0.287595;0.761457;-0.066444;0.477463;0.003122;-0.042549;0.002602;0.229378;-0.137739;-0.364688;-0.228674;0.459443;0.022303;0.082711;-0.019109;-0.275891;-0.050594;0.363568;-0.730468;-0.035459;-0.031725;-0.068875;-0.080468;-0.022234;1.074527;-0.048272;0.920261;0.044673
-0.008523;1.136824;-1.166921;-0.066444;-0.254956;0.013791;-0.137037;-0.001177;0.000073;-0.009689;0.009946;0.002173;-0.011777;0.000085;1.292370;-0.075535;1.570788;0.077535;0.297514;-1.612374;0.011696;0.016940;-0.009351;-0.136108;0.002555;0.019806;-0.001411;1.909187;-0.013849
0.058679;0.552979;-0.412338;-0.113111;0.759163;0.000016;-0.001624;-0.000053;0.003443;0.032448;-0.024195;0.044547;-0.017154;-0.000783;0.305786;-0.062548;-0.161658;0.046640;-0.313032;0.120543;0.005503;-0.085869;-0.213047;-0.476036;-0.010131;3.547677;-0.025136;0.085463;0.003901
-0.747741;1.189901;1.012985;-0.139777;-0.367636;0.012388;0.112745;0.000364;0.559117;-0.889738;-0.757451;0.274897;-0.225261;-0.002442;1.415865;-0.166321;0.358464;-0.141592;-0.372410;0.305167;0.003308;0.051387;-0.010911;-0.656102;-0.001201;0.006094;0.000255;0.090755;0.000984
0.865098;-1.605478;1.599883;0.093556;-0.818356;0.002474;-0.079583;-0.001402;0.748395;-1.388896;1.384056;-0.707958;-0.316372;0.024381;2.577558;-0.150202;0.587133;0.149679;-1.309273;-0.585087;0.045089;-0.076562;-0.049522;-4.114112;-0.023064;0.280186;-0.014918;0.133741;-0.010307
-0.008523;0.004519;-1.083079;-0.046444;-0.818356;0.035918;-0.205266;-0.006937;0.000073;-0.000039;0.009231;0.006975;-0.011947;0.000312;0.000020;-0.000210;0.006335;0.050303;0.886344;-1.518197;0.039642;0.038008;-0.005203;-0.059366;0.029953;0.012549;-0.004100;1.964881;-0.051305
9.735716;0.305288;-0.580023;0.100223;-0.649336;0.002789;0.030631;-0.004734;94.784166;2.972194;-5.646944;-6.321748;8.127616;0.872756;0.093201;0.030597;0.254862;-0.058132;0.376630;-0.484218;-0.051996;-0.065078;-0.042993;-10.229457;-0.058210;0.184019;-0.038455;0.696932;0.074838
1.335510;-0.048558;0.761457;-0.073111;-1.043715;0.003475;-0.044884;0.001178;1.783587;-0.064849;1.016934;-1.393892;-1.307880;-0.026697;0.002358;0.003550;0.047553;-0.055671;-0.794745;-0.745704;-0.015221;0.076307;0.066002;-2.538778;0.020864;0.814985;0.018046;0.959050;0.019576
1.805921;-0.313942;2.019096;-0.033111;-0.480316;0.000402;0.040468;-0.000833;3.261352;-0.566954;3.646328;-0.867413;-2.045589;-0.075098;0.098559;0.010395;0.355606;-0.066854;-0.969804;-2.287055;-0.083963;0.015904;0.019880;-2.863339;0.019974;0.360491;0.024968;1.283037;0.047103
-0.613338;0.128365;0.258402;-0.093111;0.308443;0.003475;-0.015232;0.001570;0.376183;-0.078731;-0.158488;-0.189180;0.473836;0.016336;0.016478;-0.011952;-0.099169;-0.024060;0.079702;-0.199629;-0.006882;-0.028719;-0.032420;-0.311324;-0.008215;0.121238;-0.009274;0.596838;0.020576
-0.882144;1.242978;-0.496181;-0.073111;0.928182;0.002198;-0.023262;0.000153;0.778179;-1.096486;0.437703;-0.818791;-0.265751;-0.002881;1.544994;-0.090875;0.374454;0.036276;-0.460546;-0.149477;-0.001621;-0.067860;-0.135946;-1.357331;0.003031;3.457557;0.006073;0.090755;0.000984
-1.083749;-0.738556;0.426087;-0.093111;-0.536656;0.004644;-0.029037;0.002155;1.174513;0.800410;-0.461772;0.581600;1.046871;0.034266;0.545465;0.068767;0.713425;-0.039673;-0.228662;-0.411588;-0.013472;0.049968;-0.004943;1.177516;0.016968;0.002818;-0.001679;0.933102;0.030542
-0.949346;-0.349326;0.426087;-0.099777;-0.762016;0.003658;-0.025769;0.001109;0.901258;0.331632;-0.404504;0.723417;0.948701;0.017400;0.122029;0.034855;0.349089;-0.042514;-0.324685;-0.425797;-0.007810;0.076032;0.015085;1.277433;0.013967;0.022856;0.002771;0.998640;0.018316
1.133905;0.747594;-0.160811;-0.126444;1.942301;0.012049;-0.017652;-0.000736;1.285741;0.847701;-0.182344;2.202385;0.825608;-0.007598;0.558897;-0.094529;0.544332;0.020334;-0.312343;-0.117088;0.001078;-0.245592;-0.486541;6.611081;-0.013015;14.806187;-0.025784;0.530145;-0.004879
-0.210128;1.419901;-0.328496;-0.059777;2.054981;0.001307;-0.011874;-0.001083;0.044154;-0.298361;0.069026;-0.431809;-0.059798;0.006295;2.016118;-0.084878;0.404077;0.019637;-0.675053;-0.093484;0.009841;-0.122841;-0.190505;0.891120;-0.061560;10.156437;-0.095469;0.080986;-0.008525
-0.344531;-0.101635;-1.250764;-0.079777;0.477463;0.029544;-0.214985;-0.003436;0.118702;0.035016;0.430927;-0.164501;-0.442731;0.006887;0.010330;0.008108;-0.130603;0.099783;-0.597193;-1.607261;0.025003;-0.038091;-0.085385;-0.462522;-0.009544;1.145521;-0.021395;1.651286;-0.025687
