1.671518;0.712210;-1.166921;0.928182;0.019509;-0.162989;-0.002096;2.793973;1.190472;2.649618;-0.025083;-0.080559;0.131991;-1.849753;0.017511;-0.237979;4.426605
-0.613338;0.464518;1.851411;0.590143;0.002474;-0.092094;0.001160;0.376183;-0.284907;1.058810;0.014298;-0.012284;-0.048959;-3.196105;-0.043160;-0.026480;1.002700
0.058679;-1.499324;1.599883;-0.762016;0.002038;-0.072221;-0.000897;0.003443;-0.087978;-0.027721;0.001166;0.179585;-0.191630;-0.755817;0.031801;0.109258;0.832071
2.545140;-1.393170;-0.831551;-1.156395;0.003475;0.049016;-0.004892;6.477736;-3.545813;1.615492;0.211247;-0.083900;-0.050078;-0.527816;-0.069019;-0.079578;1.746087
-0.478935;-0.066250;1.012985;-0.592996;0.002198;0.047492;-0.001560;0.229378;0.031729;0.127235;0.015938;0.001752;-0.026787;-0.269112;-0.033711;0.000011;0.000000
-0.075725;1.119132;-1.250764;0.984522;0.011714;-0.135373;-0.001804;0.005734;-0.084746;-0.070793;0.001262;-0.044516;0.049752;-1.169300;0.020847;-0.069844;3.083127
-0.008523;-1.127786;0.006874;-0.254956;0.001081;-0.000226;-0.001964;0.000073;0.009612;-0.009958;-0.000509;-0.105511;0.000643;0.008031;0.000411;0.026197;0.078408
1.402712;-1.163171;2.941364;-0.649336;0.002789;-0.155334;-0.000348;1.967600;-1.631593;-1.401758;0.009241;-0.062295;0.157528;-2.939364;0.019378;-0.056975;1.131774
-0.680540;1.384516;-1.250764;1.097202;0.000570;-0.029864;-0.000041;0.463134;-0.942218;-0.275370;0.001169;-0.073533;0.066429;-0.506102;0.002148;-0.089528;2.841556
-0.546136;-0.172404;-1.083079;0.195763;0.011385;-0.115563;-0.000892;0.298265;0.094156;-0.601629;0.004567;0.026972;0.169441;-1.193130;0.009057;-0.197851;1.599404
0.529090;0.836056;-0.496181;0.139423;0.000263;-0.008042;-0.000755;0.279936;0.442349;-0.140559;-0.024639;0.000186;-0.000110;0.131816;0.023106;0.000108;0.237417
0.461888;-1.180863;1.935253;-0.987375;0.002629;-0.099233;0.000684;0.213341;-0.545427;-0.147351;-0.006164;-0.181329;0.297170;-0.617383;-0.025827;-0.214080;1.943660
0.125880;-1.304709;-0.915394;-1.212735;0.002324;0.044130;-0.000638;0.015846;-0.164237;0.067307;0.001666;-0.369958;-0.259565;-0.489454;-0.012113;-0.439391;2.401181
-0.613338;0.128365;-0.286575;0.928182;0.004644;0.019529;0.002947;0.376183;-0.078731;0.514743;0.026524;-0.013236;0.029549;0.240507;0.012393;-0.204876;3.947978
-1.218153;-0.137019;-1.502292;-1.212735;0.004235;0.097770;-0.000429;1.483896;0.166910;0.648602;-0.008026;-0.030175;-0.330839;0.799890;-0.009898;-0.245658;1.244334
0.932300;0.004519;-0.412338;0.984522;0.004437;0.027468;0.003766;0.869183;0.004213;-0.782432;-0.052707;-0.000602;0.054887;0.346055;0.023311;-0.248514;3.485594
0.663493;-1.322401;0.006874;-1.156395;0.001770;-0.000289;-0.002024;0.440224;-0.877405;1.040678;0.031925;-0.229511;0.001193;0.010782;0.000331;-0.232787;1.799026
-0.546136;1.136824;0.929142;0.139423;0.000009;-0.002754;0.000015;0.298265;-0.620861;0.381851;0.002752;-0.030062;-0.024570;-0.649645;-0.004683;-0.007933;0.090003
1.469913;-1.410863;0.509930;-0.480316;0.002474;-0.025365;-0.002063;2.160645;-2.073846;0.099688;0.060960;-0.066154;0.023910;0.034583;0.021148;-0.003785;0.006515
-0.747741;-0.313942;-0.831551;-0.311296;0.004856;0.057944;0.002782;0.559117;0.234747;0.487901;0.029852;-0.014721;-0.038991;0.542587;0.033198;0.014303;0.093054
0.730695;2.481437;-1.586134;0.252103;0.021485;-0.232489;-0.000982;0.533915;1.813174;1.316653;-0.004896;0.033638;-0.021502;-2.858085;0.010628;0.014857;1.201202
-0.411733;0.729902;0.006874;0.646483;0.000005;-0.000015;0.000048;0.169524;-0.300525;0.020134;0.008914;-0.087426;-0.000823;-0.000336;-0.000149;-0.115069;0.922924
